secteur,forme,region,anciennete,nb_employes,experience_dirigeant,ca,resultat_net,fonds_propres,dettes,tresorerie,ratio_endettement,marge,incidents,utilisation_decouvert,anciennete_banque,montant_credit,duree,ratio_credit_ca,garantie,ltv,default
Agroalimentaire,SARL,Ouahigouya,5,149,19,236620781.97547337,-12613828.249278704,83416371.97762853,66775950.443606645,112161.5712084468,0.28220661721305706,-0.05330820118152671,0,0.40881141239231533,6,22145042.729322918,60,0.09358874797234984,6730682.598314859,3.2901629821122906,1
Industrie,SAS,Fada,18,54,1,139851445.0999906,4937226.7353154095,18204847.577870235,35851185.669122174,15969283.770358808,0.25635191430084536,0.03530336588074156,0,0.030072227481945935,12,72718497.69125018,36,0.5199695837197685,55551239.25868742,1.3090346617222952,0
Services,SA,Ouaga,7,169,16,224226463.31497794,17479984.65645231,32820452.919044003,167173480.37650287,16086805.37477691,0.7455564249865951,0.0779568316693183,0,0.9554621436287786,1,47792841.806574576,36,0.21314541156294506,21441115.66721753,2.229027749691571,0
Services,SA,Koudougou,5,63,6,218425826.51122054,25689959.392955463,29324410.467551548,161259414.72938013,20045.743170045927,0.7382799795476394,0.11761411094688369,0,0.2858069260789511,12,205177497.76733753,48,0.9393463265974985,237739618.6416472,0.8630345204541123,0
Industrie,SARL,Bobo,18,184,12,224902356.52593458,-21954532.34580369,79077698.38208672,91904304.40965277,43382117.455601394,0.40864091345816933,-0.09761806272257537,0,0.23117487118804259,7,194943978.18036953,36,0.8667938441893986,190594568.23156828,1.022820219847592,0
Industrie,Entreprise Individuelle,Koudougou,2,119,18,303507751.5996586,-25804835.993964624,158243696.48590764,88532272.28152688,-12691606.05076198,0.2916969066355354,-0.08502199979393756,0,0.9797206434538108,2,221456491.7001314,12,0.7296567897621383,251646331.72734722,0.8800306771015212,1
Services,SA,Bobo,10,106,3,302451634.1746335,31136266.42897551,92623121.03593308,231352870.3369167,23951818.405358166,0.7649251787587801,0.10294626614911144,0,0.6002195406777565,10,275398052.53849137,24,0.910552370761794,316097642.75186574,0.8712436136535088,0
Industrie,SAS,Banfora,18,185,1,286897834.26891667,-26226731.20629801,161074940.95961958,147371223.61326712,36978952.9580098,0.5136714398308504,-0.09141488039855687,0,0.2690335487759109,11,254033313.0547552,36,0.8854486953590709,121386680.40634795,2.0927610196140636,0
BTP,SAS,Fada,9,13,17,198609729.84435925,9652758.158353107,99515038.42180635,133159247.96160628,-8858494.887365343,0.6704568203479089,0.048601637824680105,0,0.06877060197114782,2,33648559.49905148,48,0.1694204988115145,37410107.90214883,0.8994510143371898,0
Commerce,SAS,Fada,16,167,11,134643350.71151173,8566134.852294266,69271244.91103455,48884732.54536443,23674377.559894074,0.3630683007147184,0.06362092748752338,3,0.5737442425445864,6,146155133.46769953,36,1.0854983383535446,137601799.17132536,1.0621600469462218,0
Industrie,SA,Fada,13,129,22,422465793.9606533,39419412.40774692,79679986.62495193,167126940.48232895,36108252.14390028,0.39559875112136167,0.09330793870478014,0,0.022220639519938357,7,39154935.79435216,48,0.09268190787062605,38606010.83199936,1.014218639805639,1
Services,Entreprise Individuelle,Fada,7,46,15,123548476.95228311,13631696.953452585,27768870.430765115,62316752.2436685,-2175882.1016679755,0.5043911004077894,0.11033480371204753,1,0.6260444704657165,2,133611091.20939787,12,1.081446688015435,159366063.18443027,0.8383911137641216,1
Agroalimentaire,SA,Ouahigouya,12,134,5,244164268.94602552,17994262.27615157,84806586.64501531,74462266.37103005,32548291.59863985,0.30496790825479275,0.07369736101775543,0,0.18636523093051727,2,285811777.9927286,60,1.1705716779383046,272614087.3056932,1.048411623982719,0
Commerce,SARL,Ouaga,12,103,14,299399206.9704631,-14577697.767684989,110339717.85991587,172912438.14655316,59479711.042346925,0.5775313832531682,-0.04868983426907719,2,0.9532763907787299,7,195388582.82751065,12,0.6526022056123432,83247495.03236283,2.3470806268891633,0
Services,SA,Ouaga,15,11,13,280220138.33569884,6986886.533005039,119076189.23972544,171086594.1071118,24770872.39558913,0.6105435359615484,0.024933563213914593,1,0.6926328160990456,9,266974144.7504704,48,0.9527300440864105,260709693.6655745,1.024028454779789,0
Industrie,Entreprise Individuelle,Ouaga,11,123,28,84770951.79150006,-10895922.883804558,27541147.279823188,63817305.36420033,7629478.147980737,0.7528204416197113,-0.12853368581496907,0,0.40786296342566186,11,266948709.41592354,36,3.1490587727798798,224044013.9452515,1.1915011908381379,1
Agroalimentaire,SA,Bobo,15,174,15,108578588.36262298,14926519.80898007,50604126.05671805,70046467.68435767,21622251.574210763,0.6451222910581735,0.1374720378490237,1,0.9514055157101584,5,43315846.76626073,12,0.3989354385562425,35627731.03814059,1.2157902146473984,1
Agroalimentaire,SA,Koudougou,5,128,8,50000000.0,5058559.67685932,18785111.872647513,19389675.474816285,-492664.1159609273,0.3877935094963257,0.1011711935371864,1,0.8249338376407946,5,224087438.14821228,12,4.481748762964246,135302635.34432313,1.6561941870381631,1
Commerce,SARL,Bobo,10,104,28,124020431.40622345,-5336457.086942679,74173568.53422137,60268089.212876394,23681979.481084846,0.48595290735178087,-0.04302885441079744,0,0.02629444066838671,2,198643025.93978456,60,1.6016959761181453,62053742.0836847,3.201144995766697,0
Industrie,SA,Ouaga,13,75,8,302799814.3843288,33152315.024399772,154054114.89310253,129581998.59691247,-5013511.98781839,0.4279460965337332,0.10948591594022969,0,0.6006286654320312,3,200467037.98770085,60,0.662044784919379,177442833.21059924,1.1297556196579388,0
Industrie,SAS,Ouaga,2,76,5,223282520.5406959,-5352184.093078335,115573734.83480608,69078146.64081144,31587747.945639916,0.30937552332145557,-0.023970457159465983,0,0.2907012606932192,9,271125907.71238536,60,1.214272873021287,102848679.46148592,2.6361632364362513,1
Agroalimentaire,Entreprise Individuelle,Fada,21,11,18,174021578.15396315,-9628174.040333405,22953858.946212526,115591926.38862568,4769641.002499719,0.6642390421626756,-0.05532747227366835,0,0.742570110742456,4,149905213.13400048,36,0.8614173869942379,140444536.9540784,1.067362365137887,0
Commerce,SAS,Koudougou,5,115,13,83562691.63249257,-9646058.400970116,31814254.677494258,58428896.23464967,-4078715.0321675916,0.6992222856058665,-0.11543498913837448,1,0.9500987190378207,10,162144799.00634468,24,1.9403970341148775,95319324.1890023,1.7010695405775078,1
Agroalimentaire,SA,Bobo,8,155,7,361933601.90456206,43424066.62718521,108790935.90834719,195583771.23229805,2812008.973564436,0.5403857785049517,0.11997799153955223,0,0.24282954419334069,1,237721007.57093406,12,0.6568083381040108,258779987.47375652,0.9186220692395771,0
BTP,Entreprise Individuelle,Banfora,4,127,29,254125236.0495069,5677707.748797349,72169649.27405111,132348436.38688795,14137835.334758352,0.5208000529357295,0.022342164190616857,0,0.9041079054576358,4,288761034.2411873,12,1.1362942096192794,326929537.4322051,0.8832515914872551,1
Transport,SAS,Bobo,21,182,14,245712407.06674057,31572781.94813803,69908835.56668456,147889196.00439286,45354196.77577249,0.6018792366647692,0.1284948624493439,0,0.3274763867146231,11,92406890.81658961,12,0.3760774310085611,64597600.63807472,1.430500357657614,0
BTP,SAS,Bobo,23,82,28,257114185.1283117,24565745.42615801,108866778.7435321,111159199.7531487,-737782.0123349702,0.43233398304210713,0.0955441078208057,0,0.8026712203158792,11,73787340.65637875,36,0.2869827684519059,45843711.32600282,1.60954116763505,0
BTP,SA,Ouahigouya,3,167,12,243166975.57539737,32242724.924418032,35452776.52239423,97705556.6143952,34829629.053746656,0.40180438311246014,0.13259499916928777,1,0.8525002438794788,9,218433160.840087,60,0.8982846470957513,144016314.63783562,1.5167251112444504,0
Agroalimentaire,SAS,Bobo,23,131,2,206652902.0998659,-14115565.53752791,55887802.33297271,80921183.12213789,-6474464.725307044,0.39158019219605433,-0.06830567291383356,0,0.044858336185385816,10,262663938.7280938,12,1.2710391969291597,108039627.03780873,2.4311814648913397,1
Services,SARL,Banfora,3,98,2,235038301.14512694,-8834887.463832304,51667545.21946716,178490703.92031136,45921842.89380704,0.7594111387407465,-0.03758913939042262,1,0.403487475280505,8,116094263.56414132,24,0.4939376390933734,78593912.02511351,1.47714066615039,0
Industrie,Entreprise Individuelle,Fada,12,81,6,64471129.47645599,4286552.48129175,21673859.82872301,26565247.583349075,8227552.230213311,0.41204873870017056,0.06648793833923979,0,0.11940323225254046,6,95399665.54643862,48,1.479726915305204,50549443.52488702,1.887254515462084,0
Commerce,SA,Fada,22,183,27,156231151.06373164,7588201.570024695,43866230.75298778,100420510.26832113,21139547.105706777,0.6427688049699923,0.04857034924442967,0,0.29146702409733705,1,236336788.79235968,36,1.5127379346769994,239041219.1742807,0.9886863429191713,0
Agroalimentaire,SA,Banfora,16,165,27,191658996.85195836,5572609.875457828,46179638.331137896,63523475.76308618,34792472.8651357,0.3314400931157597,0.029075649810283807,0,0.1046895682836545,11,51988776.62175369,24,0.27125664579112335,24749158.156750724,2.100628081669636,0
Industrie,SARL,Ouahigouya,12,169,26,116802348.07860057,-13541435.179458318,37649337.16192742,88646743.98979306,8629912.662550604,0.758946591811146,-0.1159346143482132,1,0.7451516535267858,2,118380524.01289864,24,1.0135115086319673,130423804.75283235,0.9076604093650152,0
Services,SAS,Banfora,19,113,4,248661574.3186065,20747680.25427346,35154219.72595587,137922449.6666083,17523879.338579472,0.5546592795631956,0.0834374201608237,2,0.7751427640453388,14,96280568.81915161,24,0.3871952032917989,37890638.859212026,2.541012020855482,0
Commerce,SA,Koudougou,24,119,19,212096464.4551729,6626525.062499718,41549650.45582229,133479367.3587994,6313568.507798087,0.6293332974770571,0.03124297747971301,0,0.738976595938536,2,63609932.743704416,60,0.29991038703593537,23141099.854431108,2.748786062194198,0
Agroalimentaire,SA,Banfora,9,112,5,398560197.90400475,-45599884.63231598,133170103.63503815,266152559.00270987,73663417.64056775,0.6677850934498333,-0.11441153650595823,0,0.5061432495582981,5,120411094.63872781,60,0.3021152018489549,142568636.17161617,0.8445833380476732,0
Commerce,SAS,Ouahigouya,3,186,19,362934146.24696857,15409531.010524984,202978603.71515736,163840461.4590125,2107684.875721013,0.45143303035345356,0.042458201218793956,0,0.45701536927248165,6,99678678.82235847,36,0.2746467364757941,75882425.23726042,1.313593740720525,0
Commerce,SAS,Bobo,5,126,26,114379787.0003366,12491494.734626489,53137096.4633796,66526235.49109415,22820140.685309965,0.5816258032627598,0.10921068365505636,0,0.42497237329909343,9,184870970.1095221,24,1.616290561102182,77515270.27481242,2.38496194948563,0
Services,SARL,Koudougou,2,144,13,330713388.0434377,-45323973.761687666,170901859.17435512,182028454.60255465,-4450959.558751761,0.5504115079207076,-0.13704910475452106,0,0.4823614164647395,3,297398587.0773342,60,0.8992638273182707,232384559.7030937,1.279769135511007,0
Agroalimentaire,SARL,Banfora,19,12,29,50000000.0,-3419023.283269203,29323142.76022249,12267552.77216342,-2457970.2709632926,0.2453510554432684,-0.06838046566538405,0,0.6010970613725093,9,185238011.87727454,12,3.7047602375454907,76391226.55839215,2.4248597675766046,1
Commerce,SARL,Ouahigouya,19,72,18,92865883.52617732,-5359537.911808557,29171528.17778775,57348099.69480821,7829807.552700181,0.6175367908780274,-0.05771266807899151,0,0.9535568067200983,12,63165263.77910823,12,0.6801772769577216,53994491.25762301,1.1698464474408854,0
Transport,Entreprise Individuelle,Bobo,18,152,22,245386073.72137457,15911211.325103894,127059511.36340751,105120372.79343058,-8363779.840062148,0.42838768801847443,0.06484154167269654,0,0.042744606524608986,9,284749740.0727403,12,1.1604152418040703,251098490.8641055,1.1340161348355011,0
Transport,Entreprise Individuelle,Ouahigouya,18,16,24,50000000.0,5024485.085233129,14814735.022716485,15454664.839446938,5015627.468402208,0.30909329678893877,0.10048970170466258,1,0.6105225557736857,12,53998194.252753496,24,1.07996388505507,38431175.650977224,1.405062253186117,0
Agroalimentaire,Entreprise Individuelle,Ouaga,4,127,23,149606691.25175607,12709411.72301351,30495427.624114547,78330915.56038746,2915765.4861127865,0.5235789583005568,0.0849521610074665,0,0.43663132089416024,5,216110202.29788336,12,1.4445223037131147,98385131.78062677,2.1965737951111644,0
Transport,SA,Bobo,7,109,17,136417434.72875106,-12930215.858467173,47724998.57476889,70542697.26465501,16776012.95610599,0.5171091026958563,-0.09478418857660888,1,0.41354052274348874,12,146938990.61597466,48,1.0771276480029432,58989756.727235615,2.490923827596204,0
Transport,SARL,Ouaga,19,35,13,121393434.7671605,17633794.604801293,32094127.336602606,30952782.825908367,11703577.847487582,0.25497905125822956,0.1452615179611971,0,0.4938058272901428,4,166031605.7741839,36,1.3677148693637504,97701805.52920869,1.6993709059403974,0
Agroalimentaire,SARL,Koudougou,21,145,11,98968370.7350415,2030339.9314795525,14861065.767561238,65039806.58232024,4090839.3845206397,0.6571777033335737,0.020515038455217034,2,0.9885030699282062,8,258086466.6827755,24,2.607767155970725,167904563.71307042,1.5371021547920256,0
Agroalimentaire,SARL,Ouaga,10,51,9,50000000.0,5037296.918926767,10052061.568505099,30672230.024495523,-163991.09936805975,0.6134446004899105,0.10074593837853534,0,0.647603661360489,8,270136026.78517365,48,5.402720535703473,121771226.46385963,2.218389636285277,0
Agroalimentaire,SA,Ouahigouya,18,85,23,272691055.7060053,12649053.811299982,52921033.30673842,90369441.02877218,-9045919.828032427,0.3313986254327374,0.04638602384134384,1,0.23818570559956198,5,235986452.84166378,48,0.8653985816685033,248609113.1642459,0.9492268800530942,0
Services,SARL,Fada,23,71,24,290007415.6528068,43340816.40920793,92404459.51840483,101383890.77763316,34544105.3107714,0.34959068391205783,0.14944726951773885,0,0.8582466984564917,2,120472009.9360274,60,0.41541010137566603,90181345.5749508,1.3358861432811695,0
Commerce,SAS,Fada,1,55,28,390530645.45950484,55359290.9724581,221049295.55800712,237098148.1931173,61180252.44697848,0.6071179072621655,0.14175402523743416,0,0.543790189929872,11,109237091.72790094,36,0.27971451920084467,37560874.06536606,2.9082680966848353,0
Industrie,Entreprise Individuelle,Banfora,7,122,23,66863070.225200966,9948830.917172605,22516038.16032627,44883865.824179016,423389.10180895,0.6712803595917153,0.1487941083719911,0,0.5892329898300337,1,39876973.522388205,36,0.5963975837196661,24776659.81506837,1.6094571996398122,0
Commerce,Entreprise Individuelle,Banfora,23,157,7,149689325.56005007,9403228.009867134,78027585.59267506,115687725.67844816,19314977.375337917,0.7728522073675743,0.06281829365377754,2,0.9945655682085767,13,235088671.47147503,24,1.5705105931362204,94848274.87802319,2.4785761446247054,1
Services,Entreprise Individuelle,Bobo,10,145,7,158149062.48850912,4856698.573955253,64954268.03725029,48653664.6690927,435432.9598305844,0.30764434454126344,0.030709626080193383,0,0.7106700939415648,6,158163676.15751845,36,1.000092404398606,149086903.3693138,1.0608824288590926,0
Commerce,SARL,Koudougou,15,91,22,281799278.1676927,41627657.0667956,66208344.41492288,208766951.29769397,-10761802.2719931,0.7408356495982975,0.1477209499522702,0,0.04316751428122312,2,47527208.86642649,12,0.16865624772162854,52471032.72436804,0.9057799398782255,0
Services,SA,Ouahigouya,21,55,28,485646529.5397388,47990944.81531021,74440600.28726809,135144461.74337724,-16727767.459651113,0.2782774168518357,0.09881867139211849,0,0.43200458880915393,7,114565781.93483521,48,0.23590363559976946,124099659.02485241,0.9231756383141397,0
BTP,SAS,Banfora,19,53,17,202209888.58795714,15567377.993590904,111431183.37384155,81567930.85143456,7825594.43653604,0.40338250231493594,0.07698623495764113,0,0.7334414938106582,3,133386696.0267441,48,0.6596447728555255,146307965.9680112,0.911684440038677,0
Agroalimentaire,SAS,Bobo,5,145,23,91592024.62061743,4674925.729715474,21758940.688901026,62733838.61123069,16044279.099511283,0.684926868590142,0.051040751081542796,1,0.5229922769047526,2,98920724.40018411,36,1.080014606183484,59556721.87939202,1.6609497849882993,0
Commerce,SARL,Ouahigouya,20,111,4,288842305.64727825,10861095.979265613,166489367.22752187,162426767.64747834,29301018.214184284,0.5623371800868634,0.03760216480382453,0,0.9964888661768204,12,163209898.8117049,60,0.565048455924631,109819105.10683726,1.4861703585448682,0
Industrie,Entreprise Individuelle,Bobo,22,136,20,111474544.27373703,4601864.976826879,41925333.72051955,40238164.34022686,-1878733.545242716,0.36096280637324674,0.04128175635799446,1,0.30669727038699823,3,173996914.99198073,60,1.560866798115933,171728725.53826776,1.013207979309248,0
Commerce,SAS,Ouaga,13,63,12,114366907.87549067,10223889.526677256,60026217.53261338,45324399.618950546,3990549.414673457,0.39630694281159073,0.08939552285358483,1,0.7897654877946664,8,115919046.89121416,12,1.0135715745450886,119025842.8026332,0.9738981397798571,0
Transport,SARL,Koudougou,1,151,17,142643625.15328828,19116388.531072676,84064680.19954526,73338683.11154762,-5471545.15957003,0.5141392265706659,0.1340150217756296,2,0.21294052648008344,11,154985016.4668544,36,1.08651905264118,154203599.96946543,1.0050674335589032,0
BTP,Entreprise Individuelle,Bobo,8,191,1,146425462.60939425,5515548.424339117,29441958.577067588,99042511.41787799,25475493.602627397,0.6764022435229355,0.03766795969805087,0,0.1903609380056821,1,87679844.98556903,60,0.598801898406594,51542801.253221124,1.701107484531403,0
Commerce,SARL,Bobo,19,192,22,190191598.8762207,-7490062.77130249,33275601.48998933,64676474.740599185,22140517.65799689,0.34005957740905013,-0.03938166993473316,0,0.3024195561127978,13,127984433.13730314,36,0.672923693231041,125442318.54651093,1.020265207310001,0
Services,SAS,Ouaga,16,96,22,299695270.7723971,17264042.0305291,157240181.85991588,114001420.84758599,4548523.000363941,0.38039112380309836,0.05760532018418214,1,0.651493311252792,7,234425144.64864856,24,0.7822116913772797,280204548.07429135,0.8366214833404304,0
Transport,SARL,Koudougou,3,199,20,320012107.6646698,38702419.30905172,102081625.7103211,174072423.52446365,43650763.941650294,0.5439557421585699,0.12094048438194319,2,0.293410910019395,5,136403811.7982685,60,0.4262457842413937,109833713.71995206,1.2419120430186255,0
Transport,Entreprise Individuelle,Ouahigouya,22,149,24,196167933.19390273,-8137227.466904453,41064853.17608786,118013814.05430914,4215682.207160515,0.6015958476641443,-0.041480925727352125,0,0.9653484466763073,7,242922142.2464608,24,1.2383376747225232,118546474.45497628,2.0491722201213345,0
BTP,SAS,Ouaga,15,6,12,371849432.4685476,-43438554.57981903,50217949.57077334,211503274.75545582,-14655269.324380424,0.5687874077187023,-0.11681759009674764,0,0.1177030622751466,3,285229405.4777535,60,0.7670561807348713,91300776.80070558,3.1240632935726484,0
BTP,Entreprise Individuelle,Bobo,20,28,9,86727122.80010757,11682593.514975188,33623143.67675585,60255350.76341604,17061890.97072786,0.6947693964470052,0.134705189539168,0,0.11842069401826816,14,216524539.24720713,48,2.4966185001462837,179530891.8180537,1.2060572810313046,0
Agroalimentaire,Entreprise Individuelle,Koudougou,24,10,11,238814283.71124685,20267986.778526913,137702230.14483112,185758936.4967543,21237925.547442652,0.7778384676578123,0.08486924007876,0,0.1857211855009675,13,167921789.43592653,12,0.7031480145423912,93400973.63839096,1.7978590896284297,0
Services,Entreprise Individuelle,Ouaga,9,140,5,151476160.91836098,-4502244.343700452,89176717.10619408,119712322.36639717,15094003.356485127,0.7903047030015296,-0.02972246138537248,3,0.8451335255204949,14,188316234.78047526,24,1.2432070738970569,93192022.90590414,2.0207334158913786,1
Agroalimentaire,Entreprise Individuelle,Ouahigouya,13,155,16,178934249.7642801,4878727.290849153,104969679.20441777,128351189.228202,-8249683.266247691,0.7173092317277774,0.02726547487289978,1,0.6954181659859248,14,104193532.28264777,36,0.5823006630642688,91605070.85340846,1.1374210107798952,0
Agroalimentaire,SA,Koudougou,2,143,2,50000000.0,4949701.491199567,6800666.643258409,11362304.682511112,-630128.7135829774,0.22724609365022225,0.09899402982399134,0,0.1310422091454324,3,30162957.955009848,36,0.603259159100197,23830626.19661702,1.2657224239995744,0
Industrie,SARL,Bobo,20,79,2,178505158.12985194,23507646.323129095,35141309.62014842,59576331.619184926,22696632.200212512,0.33375131701150434,0.1316916921024135,0,0.051361073032714866,1,27252366.09411238,60,0.1526699081395054,17296871.11711409,1.5755662344704644,0
BTP,SARL,Ouaga,18,44,1,474225034.59930867,65046875.538779326,253167156.3521632,175695532.0274792,69119311.2559666,0.37048978693402645,0.13716457545042932,1,0.1921428486965544,11,45184283.951353654,24,0.09528025864246419,23344062.085518077,1.9355793257328837,0
BTP,SAS,Fada,23,194,18,460792451.3024335,35539768.20657923,187776347.2174368,125773292.32632199,-22755255.67963056,0.27294998425174455,0.07712749656841339,1,0.8978669319420002,4,138705862.03676206,48,0.3010159164819407,64783019.7240345,2.141083614620425,0
Transport,SA,Fada,21,83,23,157816468.65307248,-9462549.401465239,25105652.035385944,114635312.66013208,25115032.57672399,0.7263837141872347,-0.05995920123055558,0,0.2851954262844204,10,70300035.04877158,24,0.4454543663837261,59404992.512677595,1.1834028096842009,0
Commerce,Entreprise Individuelle,Fada,19,129,6,318119393.92724174,6504754.216657638,164419566.08720806,136462254.67047632,49638507.62555946,0.42896553078963523,0.020447524862773264,0,0.44013270461766985,9,91255171.14758885,36,0.2868582453305571,69297760.37115261,1.3168559944626537,0
Transport,Entreprise Individuelle,Fada,18,92,6,294619873.68212235,8371891.693951463,115926797.37905744,117202067.35719168,24475311.59796757,0.39780774423807497,0.028415909589942483,0,0.2301746338957943,7,250340977.20096385,60,0.8497083854942765,299810881.3266064,0.8349963019796094,0
Services,Entreprise Individuelle,Koudougou,21,173,19,204929703.6913705,21527977.997808024,23288995.45026407,69288529.50290664,36114680.75193489,0.33810876732275463,0.10505054957884351,0,0.22684709550105642,13,226866552.2451182,48,1.1070457242586227,250547281.67493653,0.9054839898022041,0
Commerce,Entreprise Individuelle,Banfora,21,150,28,312747183.5507382,-21170895.751501378,82244932.02795598,91948697.96498913,39776151.04771473,0.29400328060851083,-0.0676933218427105,0,0.854585768809481,11,256233872.9626587,60,0.8193003372677499,304767752.68664813,0.8407512629005395,0
Commerce,SA,Ouaga,3,23,15,393031341.6568208,26701577.733776387,127177496.30692296,294812159.078155,55205654.74979781,0.7500983454280681,0.06793752788573064,0,0.503062183252985,12,285757002.816666,36,0.727059072724479,177480794.9921237,1.6100728128322135,0
Transport,SA,Bobo,1,77,6,202142636.17786092,14087018.069741346,67439922.71787295,63590409.26376733,16200415.19468398,0.3145818738003175,0.06968850479097584,0,0.2907342284586226,1,190538527.39125952,36,0.942594452085847,168826957.57058972,1.1286025059806684,0
Services,SA,Bobo,11,100,1,497037656.1123323,31945401.68438616,58086332.3868341,263777268.2115977,95620919.50415845,0.5306987608841917,0.06427159248708188,1,0.44139909108035547,7,222764505.777773,24,0.44818436397790234,144037437.91031405,1.5465736478628487,0
Commerce,Entreprise Individuelle,Ouaga,19,128,10,50000000.0,2716103.2339074435,16509521.885649437,34794980.86903024,2788818.515954123,0.6958996173806048,0.05432206467814887,0,0.9834151152664279,11,283337000.3897159,12,5.666740007794318,337376047.73607075,0.8398254775080252,1
BTP,Entreprise Individuelle,Bobo,14,156,6,262746756.61370906,16643577.798686625,75547436.21371143,70137985.85540557,14200651.682558203,0.2669413954308963,0.0633445604169952,1,0.43192512134592254,13,182873363.72935045,48,0.6960061699190119,65030848.888239674,2.812101746413181,0
BTP,SA,Fada,12,46,27,87082728.64607397,8791012.040907979,16496897.203941941,51368340.47829579,14084902.948653677,0.5898797761272456,0.10095012154059682,0,0.5777914549604904,3,26386144.992534462,48,0.3030008981433548,13358419.15861781,1.975244576414731,0
Agroalimentaire,SAS,Banfora,15,18,20,50000000.0,-5999574.333801581,23418908.63328558,20473123.46348743,9304971.187626768,0.4094624692697486,-0.11999148667603161,1,0.4264648002270549,13,51667195.866952196,12,1.033343917339044,48347128.45504871,1.0686714499495116,0
Commerce,SARL,Ouahigouya,14,175,4,483356122.7345429,22755017.183885846,135817741.33061495,231217979.78726095,27049276.203519717,0.47835947226481057,0.047077126188350374,0,0.4448033333450726,2,186632796.63088906,24,0.3861186149355699,185101931.31041598,1.0082703908578123,0
Industrie,Entreprise Individuelle,Fada,1,120,16,203068138.25535095,16380082.659948906,113032216.17670102,90371818.89393947,13634064.66467678,0.44503199601062043,0.08066298731390119,1,0.6095015963905811,10,126898242.78275923,60,0.6249047431714236,57008652.13893472,2.2259470803396284,0
Agroalimentaire,SAS,Fada,8,74,16,280580593.1007339,13409635.792594712,40843018.91832257,80897410.92459019,21662326.294957776,0.2883214766587454,0.04779245650742635,3,0.675814866416092,9,194389298.40029523,12,0.6928109184319305,138364845.8864801,1.404903804538472,1
Transport,SARL,Banfora,6,68,18,273792821.8052074,18271127.373349216,151059088.79007596,163065872.79940256,36452492.96865442,0.5955812563830377,0.06673340540077559,0,0.6046005076371881,5,57978416.42577648,12,0.211760177069309,61426571.95525882,0.9438654084099978,0
Industrie,Entreprise Individuelle,Ouaga,4,68,13,243515359.1017431,24065378.506651238,120644348.96379742,94657454.43055569,35763672.750732034,0.388712460600922,0.09882488971299953,0,0.11694547149308043,4,85378117.92673019,48,0.35060670604788574,51650231.50902588,1.6530055225756415,0
Transport,SA,Bobo,21,114,16,355211218.1625007,46537288.17868173,47687632.301874444,197960110.27210855,46420846.22583962,0.5573025291716618,0.1310130024029591,1,0.025291408989633113,9,272003786.5721798,48,0.7657522416641259,187588066.6872604,1.4500058099412798,0
Industrie,SARL,Ouaga,19,35,16,310468844.65799826,13684859.196631763,70566047.39680442,67506770.61466196,24937384.66253992,0.217434927131014,0.04407804335957294,0,0.30689318218907957,14,189870832.93356153,12,0.6115616307417792,110376136.5775304,1.7202163331762612,1
Industrie,SARL,Koudougou,11,149,28,361187468.1555779,15270055.323422907,60039613.28216814,238150019.95364296,55889099.05913083,0.659352942586209,0.0422773674884132,0,0.9768614687965638,9,168964989.351343,48,0.4678041301215994,126120761.46570532,1.3397079702637846,0
Industrie,SAS,Ouahigouya,18,38,28,419435031.493019,-12255359.106423913,173726855.23259768,261945054.4846775,72276804.37801419,0.6245187807805636,-0.02921873040217884,0,0.528607822691929,1,26334035.99558819,24,0.06278454115253483,27235093.69828147,0.9669155644303828,0
Agroalimentaire,Entreprise Individuelle,Banfora,15,10,14,97808980.09980772,7116657.066239311,11975118.410890114,52540292.945012905,5119788.610545128,0.5371724855059212,0.07276077369355272,1,0.6835808333247098,14,296834077.5163966,24,3.0348346053041,128905372.17452142,2.3027285248788636,0
Transport,Entreprise Individuelle,Ouaga,12,89,29,64087125.13744953,-4297299.9676338155,24402745.363513365,14975039.034815049,6519081.466036292,0.23366688711184413,-0.06705402931426976,0,0.5207659821389716,13,190634216.7589653,48,2.9746102099307237,136066757.93901318,1.4010344601905629,0
Services,SAS,Ouahigouya,24,16,29,353092618.4909987,38753986.97437581,74807214.20580049,166413883.4383455,60472809.029631555,0.4713037733542647,0.10975586841774704,0,0.37446688913055337,1,155326663.13875324,12,0.43990345593336994,121450554.69822346,1.2789292195882025,0
Services,Entreprise Individuelle,Ouaga,10,91,5,434564125.90493584,60518634.15659612,253293023.45782384,339999052.26515406,70746723.27801202,0.7823909798286741,0.13926283958799449,0,0.9640282908324397,9,208831079.22988558,36,0.4805529651004118,91270783.56546266,2.2880386370311423,0
Transport,SAS,Banfora,6,80,5,160535820.99605462,10811334.818580804,91191308.43623872,113257141.72296263,28447680.43896649,0.7054945184211945,0.06734531116794493,0,0.5737315438221902,4,293935265.18304336,24,1.8309637273432402,112941105.92286327,2.60255345280394,0
Services,SARL,Banfora,13,79,17,267941286.8924207,34775105.39606185,128298872.7329803,100021086.51605158,4299692.183243933,0.37329479034789576,0.12978628937474712,0,0.5556965087937408,4,46099211.81696348,36,0.17204967682144656,16233887.724976432,2.8396901960852023,0
Transport,SAS,Koudougou,24,108,19,316026010.0106892,40740817.57771466,37986275.8828876,125777556.28337201,41867568.86340907,0.39799748216647657,0.1289160268053147,0,0.41700187060968763,13,124827179.72009324,48,0.3949902089257498,125755755.22432645,0.9926160396987256,0
